ID,CollectorID,Start,End,DateTimePark,Lot,OtherLot,ResidenceBerk,ResidencenonBerk,Destination,OtherDest,boating,swim,wildlifeviewing,sightseeingphoto,dining,dogwalking,charterfishing,shorelinefishing,cruise,picnic,playground,biking,walking,running,OtherUse,Freq,RareFreq,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Duration,GroupNumber,NormallyPark,Near,How,HowFar,Cancel,IdeaBike,IdeaUberLyft,IdeaMoBusStops,IdeaMoBusTrips,IdeaRealTime,IdeaShuttle,IdeaShared,IdeaPaid,IdeaValet,IdeaDriveOnly,OtherIdea,Comments,Age,RaceEthnicity,OtherRE,HispLat,Income,inclevel,inclow,inc2,parkdate,DATE,TIME,scove,ecove,skatesn,olot,de,spincir,spinway,marinb,jk,lm,sw199,swst,fg,launch,shore,southfee,south,north,area,location
118638799393,455724983,2024-07-02T04:40:36Z,2024-07-02T04:46:10Z,06/17/2024 05:00 PM,199 Seawall Drive,NA,From Outside Berkeley (please specify the City/Town),Orinda,Eastshore State Park (Berkeley Meadow; Brickyard Cove),NA,NA,NA,wildlife viewing,sightseeing/photography,NA,dog walking,NA,NA,NA,NA,NA,NA,walking,NA,NA,A few times a month,NA,NA,NA,NA,NA,NA,Saturday,Sunday,2-4 hours,1,Yes,Yes,"I found a parking space near my destination, but I had to drive around to find it.",7,No,NA,NA,NA,NA,NA,NA,NA,Paid Parking during the busiest times,NA,NA,NA,NA,60-69,White alone,NA,No,NA,NA,NA,NA,2024-06-17T12:00:00Z,2024-06-17,05:00 AM,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0,0,other,199 Seawall Drive
118638674251,455724983,2024-07-02T00:06:46Z,2024-07-02T00:15:36Z,07/02/2024 09:55 AM,Other (please specify),next to new toilet bldg/CAL adventures,West of Shattuck Street,NA,Other (specify),walk around marina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,walking,NA,NA,A few times a week,NA,NA,Tuesday,NA,Thursday,Friday,NA,NA,2-4 hours,Drove Alone,Yes,Yes,I found parking quickly near my destination.,5,No,NA,NA,NA,NA,Real-time parking information and wayfinding,NA,NA,NA,NA,NA,NA,"Free parking is vital for equal access.  All users should be allowed to park with equal share if responsibility.  Use of the waterfront for multiple purposes needs COMPREHENSIVE and INTEGRATED planning, not rushing ahead with one use's planning without contemplating all uses.",60-69,Other (please specify),Human,No,"$125,000-$149,999","$125,000-$149,999",0,>=$75k,2024-07-02T16:55:00Z,2024-07-02,09:55 AM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,1,1,0,south,South Cove East
118638650317,455724983,2024-07-01T23:02:55Z,2024-07-01T23:06:03Z,06/30/2024 12:00 PM,Skates/N Lot,NA,East of Shattuck Street,NA,Seawall Drive,NA,NA,NA,NA,sightseeing/photography,NA,dog walking,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a month,NA,NA,NA,NA,NA,NA,Saturday,Sunday,1-2 hours,Drove Alone,Yes,Yes,"I found a parking space near my destination, but I had to drive around to find it.",5,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,NA,50-59,White alone,NA,No,"$200,000 and up","$200,000 and up",0,>=$75k,2024-06-30T19:00:00Z,2024-06-30,12:00 PM,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,south,Skates/N Lot
118638649220,455724983,2024-07-01T22:57:30Z,2024-07-01T23:03:15Z,06/20/2024 02:30 PM,South Cove West,NA,East of Shattuck Street,NA,Small Boat Docks/Hoists (Southside),NA,sailing/boating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once a month,NA,NA,NA,NA,Thursday,NA,NA,Sunday,1-2 hours,Drove Alone,Yes,Yes,I found parking quickly near my destination.,1,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,I need to drive to the Waterfront to carry my Kayak on my car roof.  There is no other way for me to get my Kayak to the south sailing basin.,60-69,Asian alone,NA,No,"$75,000-$99,999","$75,000-$99,999",0,>=$75k,2024-06-20T09:30:00Z,2024-06-20,02:30 AM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove West
118638648976,455724983,2024-07-01T22:55:45Z,2024-07-01T23:00:04Z,07/06/2024 12:00 PM,Marina Blvd,NA,East of Shattuck Street,NA,Cal Sailing Club,NA,NA,NA,NA,NA,NA,dog walking,NA,NA,NA,NA,NA,NA,NA,NA,NA,A few times a month,NA,NA,NA,NA,NA,NA,Saturday,Sunday,Less than an hour,Drove Alone,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-06T19:00:00Z,2024-07-06,12:00 PM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,other,Marina Blvd
118638646011,455724983,2024-07-01T22:49:14Z,2024-07-01T22:52:26Z,06/30/2024 06:30 PM,South Cove East,NA,West of Shattuck Street,NA,Cal Sailing Club,NA,sailing/boating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,walking,NA,NA,A few times a week,NA,Monday,NA,NA,NA,Friday,Saturday,NA,1-2 hours,1,Yes,Yes,I found parking quickly near my destination.,5,No,NA,NA,NA,NA,Real-time parking information and wayfinding,NA,NA,NA,NA,I will only drive to Waterfront,NA,"I carry sailing gear and I need a personal vehicle to handle these items (wetsuit, shoes, PFD, etc.).  Also I usually stay past 8PM after sailing and it's difficult to find regular / reliable transportation at that hour.",50-59,White alone,NA,No,"$200,000 and up","$200,000 and up",0,>=$75k,2024-06-30T13:30:00Z,2024-06-30,06:30 AM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove East
118619685977,455724983,2024-06-04T11:30:41Z,2024-06-04T11:36:24Z,06/04/2024 11:30 AM,J&K,NA,From Outside Berkeley (please specify the City/Town),San Anslemo,Other (specify),Berkeley Marina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Work - This is Ali just checking in,Every day,NA,Monday,Tuesday,Wednesday,Thursday,Friday,NA,NA,8+ hours,Drove Alone,No,Yes,I found parking quickly near my destination.,10,No,Secure Bike Parking and Improved Bike Paths,Uber/Lyft pick up and drop off locations,Additional bus stops for AC Transit,More frequent AC Transit bus service,Real-time parking information and wayfinding,Remote Parking with Free Shuttle Service,"Shared Mobility Services, i.e. scooters and e-bikes",Paid Parking during the busiest times,Valet Parking during busy times,I will only drive to Waterfront,NA,NA,40-49,White alone,NA,No,"$200,000 and up","$200,000 and up",0,>=$75k,2024-06-04T18:30:00Z,2024-06-04,11:30 AM,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,1,1,0,south,J&K
118616950279,455724983,2024-05-31T11:05:46Z,2024-05-31T11:07:05Z,04/06/2024 12:00 PM,F&G,NA,From Outside Berkeley (please specify the City/Town),Resident F/G,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Every day,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drove Alone,Yes,Yes,I found parking quickly near my destination.,NA,No,NA,NA,NA,NA,Real-time parking information and wayfinding,Remote Parking with Free Shuttle Service,NA,NA,NA,NA,NA,NA,40-49,White alone,NA,NA,NA,NA,NA,NA,2024-04-06T19:00:00Z,2024-04-06,12:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,1,north,F&G
118616948223,455724983,2024-05-31T11:03:36Z,2024-05-31T11:05:17Z,04/06/2024 12:00 PM,F&G,NA,From Outside Berkeley (please specify the City/Town),N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Commerical Fishing,A few times a week,NA,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,8+ hours,2,Yes,Yes,I found parking quickly near my destination.,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,leave it the way it is. No improvement needed,NA,30-39,American Indian and Alaska Native alone,NA,NA,NA,NA,NA,NA,2024-04-06T19:00:00Z,2024-04-06,12:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,1,north,F&G
118616946311,455724983,2024-05-31T11:01:20Z,2024-05-31T11:03:06Z,04/04/2024 01:20 PM,Other (please specify),N/A,From Outside Berkeley (please specify the City/Town),N/A,NA,NA,NA,NA,NA,NA,NA,dog walking,NA,NA,NA,NA,NA,NA,NA,NA,NA,Less than once a month,NA,NA,NA,NA,NA,NA,NA,NA,1-2 hours,2,No,Yes,I found parking quickly near my destination.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 or older,White alone,NA,NA,NA,NA,NA,NA,2024-04-04T08:20:00Z,2024-04-04,01:20 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,other,Other (please specify)
118616944431,455724983,2024-05-31T10:59:11Z,2024-05-31T11:01:00Z,04/06/2024 12:00 PM,Spinnaker Way,NA,From Outside Berkeley (please specify the City/Town),N/A,Park: Cesar Chavez Park,NA,NA,NA,NA,NA,NA,dog walking,NA,NA,NA,NA,NA,NA,NA,NA,NA,Every day,NA,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,4-8 hours,1,Yes,Yes,NA,5,No,Secure Bike Parking and Improved Bike Paths,Uber/Lyft pick up and drop off locations,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60-69,Other (please specify),Native American/White,NA,"$50,000-$74,999","$50,000-$74,999",1,<$75k,2024-04-06T19:00:00Z,2024-04-06,12:00 PM,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,1,north,Spinnaker Way
118616913109,455724983,2024-05-31T10:16:52Z,2024-05-31T10:19:47Z,04/06/2024 01:45 PM,Spinnaker Circle,NA,From Outside Berkeley (please specify the City/Town),N/A,Park: Cesar Chavez Park,NA,NA,NA,NA,sightseeing/photography,NA,NA,NA,NA,NA,picnicking,NA,NA,walking,NA,NA,Rarely (please specify time of year),once per 3 months,NA,NA,NA,NA,NA,Saturday,Sunday,Less than an hour,3+,Yes,Yes,I found parking quickly near my destination.,10,No,NA,Uber/Lyft pick up and drop off locations,NA,NA,NA,NA,NA,Paid Parking during the busiest times,NA,NA,NA,entry other than University Ave,50-59,White alone,NA,No,"$175,000-$199,999","$175,000-$199,999",0,>=$75k,2024-04-06T08:45:00Z,2024-04-06,01:45 AM,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,1,north,Spinnaker Circle
118616909714,455724983,2024-05-31T10:12:37Z,2024-05-31T10:15:56Z,04/06/2024 12:20 PM,South Cove East,NA,From Outside Berkeley (please specify the City/Town),Santa Rosa,Other (specify),South Cove Windsurfing,sailing/boating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Windsurfing,A few times a week,NA,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,4-8 hours,Drove Alone,Yes,Yes,I found parking quickly near my destination.,1,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Water pressure low on hose. Need new sign ""water sprot rinsing only"" sign",60-69,Asian alone,NA,No,"$175,000-$199,999","$175,000-$199,999",0,>=$75k,2024-04-06T19:20:00Z,2024-04-06,12:20 PM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove East
118616907252,455724983,2024-05-31T10:09:49Z,2024-05-31T10:12:33Z,04/06/2024 12:00 PM,South Cove East,NA,From Outside Berkeley (please specify the City/Town),San Francisco,Other (specify),Recreational,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,walking,NA,Eat pizza at the waterfront,A few times a week,NA,Monday,NA,NA,NA,Friday,Saturday,NA,4-8 hours,1,Yes,No,I found parking quickly near my destination.,5,No,NA,Uber/Lyft pick up and drop off locations,NA,NA,NA,NA,NA,NA,NA,NA,Designated,Parking is ok. Near water safe,60-69,White alone,NA,No,"$0-$24,999","$0-$24,999",1,<$75k,2024-04-06T19:00:00Z,2024-04-06,12:00 PM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove East
118616905116,455724983,2024-05-31T10:07:40Z,2024-05-31T10:09:45Z,04/06/2024 01:30 PM,South Cove East,NA,From Outside Berkeley (please specify the City/Town),Oakland,NA,NA,NA,NA,NA,NA,NA,dog walking,NA,NA,NA,NA,NA,NA,walking,NA,NA,Less than once a month,NA,NA,NA,NA,NA,NA,Saturday,Sunday,1-2 hours,Drove Alone,Yes,Yes,I found parking quickly near my destination.,5,No,NA,NA,NA,NA,Real-time parking information and wayfinding,Remote Parking with Free Shuttle Service,NA,NA,NA,NA,Coming in car,It pretty good. Signage would be helpful,70 or older,White alone,NA,No,"$175,000-$199,999","$175,000-$199,999",0,>=$75k,2024-04-06T08:30:00Z,2024-04-06,01:30 AM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove East
118616901631,455724983,2024-05-31T10:03:13Z,2024-05-31T10:07:36Z,04/06/2024 01:30 PM,South Cove East,NA,From Outside Berkeley (please specify the City/Town),Kensington,Other (specify),Recreation,NA,NA,NA,NA,NA,dog walking,NA,NA,NA,NA,NA,NA,NA,NA,NA,A few times a week,NA,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Less than an hour,2,Yes,Yes,I found parking quickly near my destination.,15,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't like valet,Always find a place to park. Police brought safety,70 or older,Other (please specify),Asian/White,No,"$50,000-$74,999","$50,000-$74,999",1,<$75k,2024-04-06T08:30:00Z,2024-04-06,01:30 AM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove East
118616899828,455724983,2024-05-31T10:00:52Z,2024-05-31T10:03:08Z,04/06/2024 02:28 PM,Other (please specify),B,From Outside Berkeley (please specify the City/Town),Oakland,Park: Cesar Chavez Park,NA,NA,NA,NA,NA,NA,dog walking,NA,NA,NA,NA,NA,NA,NA,NA,NA,About once a week,NA,NA,NA,NA,NA,NA,Saturday,NA,1-2 hours,3+,No,Yes,I found parking quickly near my destination.,NA,Yes,NA,NA,NA,NA,Real-time parking information and wayfinding,Remote Parking with Free Shuttle Service,NA,NA,NA,NA,NA,NA,18-29,Black or African American alone,NA,NA,NA,NA,NA,NA,2024-04-06T09:28:00Z,2024-04-06,02:28 AM,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE,0,0,1,north,Spinnaker Way
118616300029,455724983,2024-05-30T16:58:53Z,2024-05-30T17:02:22Z,04/06/2024 03:30 PM,Spinnaker Circle,NA,From Outside Berkeley (please specify the City/Town),Mariana,Other (specify),Home,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boating Home - H dock,Every day,NA,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,8+ hours,Drove Alone,Yes,Yes,I found parking quickly near my destination.,5,No,Secure Bike Parking and Improved Bike Paths,NA,NA,NA,NA,Remote Parking with Free Shuttle Service,NA,NA,NA,NA,NA,NA,70 or older,White alone,NA,No,"$175,000-$199,999","$175,000-$199,999",0,>=$75k,2024-04-06T10:30:00Z,2024-04-06,03:30 AM,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,1,north,Spinnaker Circle
118616293645,455724983,2024-05-30T16:49:39Z,2024-05-30T16:58:50Z,04/06/2024 02:48 PM,F&G,NA,East of Shattuck Street,NA,Other (specify),walking around with wheel chair,NA,NA,NA,sightseeing/photography,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A few times a week,NA,NA,NA,NA,NA,NA,Saturday,Sunday,Less than an hour,2,Yes,Yes,I found parking quickly near my destination.,5,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,wheelchair in trunk of car,NA,70 or older,White alone,NA,No,"$0-$24,999","$0-$24,999",1,<$75k,2024-04-06T09:48:00Z,2024-04-06,02:48 AM,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,1,north,F&G
118616292586,455724983,2024-05-30T16:47:51Z,2024-05-30T16:49:35Z,04/06/2024 12:00 PM,Other (please specify),F Marina,From Outside Berkeley (please specify the City/Town),San Jose,Other (specify),Sailboat for sailing,sailing/boating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A few times a month,NA,NA,NA,NA,NA,NA,Saturday,Sunday,8+ hours,3+,Yes,Yes,I found parking quickly near my destination.,5,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,I will only drive to Waterfront,NA,NA,60-69,Asian alone,NA,No,"$175,000-$199,999","$175,000-$199,999",0,>=$75k,2024-04-06T19:00:00Z,2024-04-06,12:00 PM,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,0,0,1,north,F&G
118616290542,455724983,2024-05-30T16:43:43Z,2024-05-30T16:47:47Z,04/06/2024 01:20 PM,Marina Blvd,NA,West of Shattuck Street,NA,Park: Cesar Chavez Park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,running,NA,About once a week,NA,NA,NA,NA,NA,NA,Saturday,Sunday,4-8 hours,Drove Alone,Yes,No,I found parking quickly near my destination.,20,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,needs to redo,I am happy you are doing a good job,60-69,White alone,NA,No,NA,NA,NA,NA,2024-04-06T08:20:00Z,2024-04-06,01:20 AM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,other,Marina Blvd
118616287545,455724983,2024-05-30T16:39:25Z,2024-05-30T16:43:40Z,04/06/2024 12:50 PM,D&E,NA,East of Shattuck Street,NA,Park: Cesar Chavez Park,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,walking,NA,NA,A few times a week,NA,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,1-2 hours,2,Yes,Yes,I found parking quickly near my destination.,2,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Like it the way it is,The new parking redesign along Ceasar Chavez is excellent,70 or older,White alone,NA,No,"$100,000-$124,999","$100,000-$124,999",0,>=$75k,2024-04-06T19:50:00Z,2024-04-06,12:50 PM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,1,north,D&E
118616285301,455724983,2024-05-30T16:37:19Z,2024-05-30T16:39:20Z,04/06/2024 12:44 PM,Spinnaker Circle,NA,From Outside Berkeley (please specify the City/Town),N/A,Park: Cesar Chavez Park,NA,NA,NA,wildlife viewing,sightseeing/photography,dining,NA,NA,NA,NA,NA,NA,NA,walking,NA,NA,Rarely (please specify time of year),1-2x per year,NA,NA,NA,NA,NA,Saturday,Sunday,Less than an hour,2,Yes,Yes,I found parking quickly near my destination.,10,No,Secure Bike Parking and Improved Bike Paths,Uber/Lyft pick up and drop off locations,Additional bus stops for AC Transit,More frequent AC Transit bus service,Real-time parking information and wayfinding,Remote Parking with Free Shuttle Service,"Shared Mobility Services, i.e. scooters and e-bikes",Paid Parking during the busiest times,NA,NA,NA,NA,30-39,American Indian and Alaska Native alone,NA,Yes,NA,NA,NA,NA,2024-04-06T19:44:00Z,2024-04-06,12:44 PM,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,1,north,Spinnaker Circle
118616284097,455724983,2024-05-30T16:35:22Z,2024-05-30T16:37:10Z,05/30/2024 12:13 PM,Spinnaker Circle,NA,East of Shattuck Street,NA,Park: Cesar Chavez Park,NA,NA,NA,NA,sightseeing/photography,NA,NA,NA,NA,NA,NA,NA,NA,NA,running,its friendly/nature,A few times a week,NA,NA,Tuesday,NA,Thursday,NA,Saturday,NA,2-4 hours,Drove Alone,Yes,Yes,I found parking quickly near my destination.,10,Yes,Secure Bike Parking and Improved Bike Paths,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,busy on weekends,50-59,Black or African American alone,NA,No,"$50,000-$74,999","$50,000-$74,999",1,<$75k,2024-05-30T19:13:00Z,2024-05-30,12:13 PM,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,1,north,Spinnaker Circle
118616279981,455724983,2024-05-30T16:28:45Z,2024-05-30T16:35:20Z,04/06/2024 02:00 PM,Spinnaker Circle,NA,East of Shattuck Street,NA,Park: Cesar Chavez Park,NA,NA,NA,NA,NA,NA,dog walking,NA,NA,NA,NA,NA,NA,NA,NA,NA,Every day,NA,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,1-2 hours,Drove Alone,No,Yes,I found parking quickly near my destination.,2,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,"Hotel overflow, more enforcement",70 or older,Other (please specify),N/A,No,NA,NA,NA,NA,2024-04-06T09:00:00Z,2024-04-06,02:00 AM,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,1,north,Spinnaker Circle
118616278084,455724983,2024-05-30T16:26:49Z,2024-05-30T16:28:41Z,04/06/2024 03:00 PM,South Cove East,NA,From Outside Berkeley (please specify the City/Town),N/A,Adventure Playground,NA,NA,NA,NA,NA,NA,dog walking,NA,NA,NA,picnicking,playground,NA,walking,NA,NA,Less than once a month,NA,NA,NA,NA,NA,NA,Saturday,Sunday,1-2 hours,2,Yes,Yes,I found parking quickly near my destination.,10,No,NA,Uber/Lyft pick up and drop off locations,NA,NA,Real-time parking information and wayfinding,NA,NA,Paid Parking during the busiest times,NA,NA,NA,NA,30-39,White alone,NA,No,"$200,000 and up","$200,000 and up",0,>=$75k,2024-04-06T10:00:00Z,2024-04-06,03:00 AM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove East
118616276218,455724983,2024-05-30T16:24:22Z,2024-05-30T16:26:45Z,04/06/2024 03:15 PM,South Cove East,NA,From Outside Berkeley (please specify the City/Town),N/A,Cal Sailing Club,NA,sailing/boating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,About once a week,NA,NA,NA,NA,NA,NA,Saturday,NA,4-8 hours,Drove Alone,Yes,Yes,I found parking quickly near my destination.,10,No,NA,NA,Additional bus stops for AC Transit,More frequent AC Transit bus service,Real-time parking information and wayfinding,Remote Parking with Free Shuttle Service,NA,Paid Parking during the busiest times,NA,NA,NA,NA,60-69,White alone,NA,NA,"$150,000-$174,999","$150,000-$174,999",0,>=$75k,2024-04-06T10:15:00Z,2024-04-06,03:15 AM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove East
118616275383,455724983,2024-05-30T16:21:14Z,2024-05-30T16:24:19Z,04/06/2024 03:30 PM,South Cove West,NA,From Outside Berkeley (please specify the City/Town),N/A,Adventure Playground,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,playground,NA,NA,NA,NA,Less than once a month,NA,NA,NA,NA,NA,NA,Saturday,Sunday,2-4 hours,3+,Yes,Yes,I found parking quickly near my destination.,10,No,NA,NA,NA,NA,NA,NA,NA,Paid Parking during the busiest times,NA,NA,NA,NA,40-49,White alone,NA,NA,NA,NA,NA,NA,2024-04-06T10:30:00Z,2024-04-06,03:30 AM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove West
118616272782,455724983,2024-05-30T16:19:20Z,2024-05-30T16:21:10Z,04/06/2024 03:40 PM,South Cove West,NA,From Outside Berkeley (please specify the City/Town),N/A,Adventure Playground,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,picnicking,playground,biking,walking,NA,NA,Rarely (please specify time of year),once a year,NA,NA,NA,NA,NA,NA,NA,2-4 hours,2,NA,Yes,I found parking quickly near my destination.,10,No,Secure Bike Parking and Improved Bike Paths,NA,NA,More frequent AC Transit bus service,NA,NA,"Shared Mobility Services, i.e. scooters and e-bikes",Paid Parking during the busiest times,NA,NA,NA,NA,30-39,White alone,NA,No,"$100,000-$124,999","$100,000-$124,999",0,>=$75k,2024-04-06T10:40:00Z,2024-04-06,03:40 AM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove West
118616271441,455724983,2024-05-30T16:17:14Z,2024-05-30T16:19:15Z,04/06/2024 03:45 PM,South Cove West,NA,From Outside Berkeley (please specify the City/Town),N/A,Shorebird Nature Center,NA,NA,NA,wildlife viewing,sightseeing/photography,NA,NA,NA,NA,NA,picnicking,playground,biking,walking,NA,NA,A few times a month,NA,NA,NA,NA,NA,NA,Saturday,Sunday,Less than an hour,2,No,Yes,I found parking quickly near my destination.,10,No,Secure Bike Parking and Improved Bike Paths,Uber/Lyft pick up and drop off locations,NA,NA,NA,NA,NA,Paid Parking during the busiest times,NA,NA,NA,NA,60-69,Other (please specify),Interracial,No,"$0-$24,999","$0-$24,999",1,<$75k,2024-04-06T10:45:00Z,2024-04-06,03:45 AM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,south,South Cove West
118616268314,455724983,2024-05-30T16:12:55Z,2024-05-30T16:17:12Z,04/06/2024 01:18 PM,Spinnaker Circle,NA,East of Shattuck Street,NA,Park: Cesar Chavez Park,NA,NA,NA,wildlife viewing,NA,NA,NA,NA,NA,NA,NA,NA,NA,walking,NA,NA,Rarely (please specify time of year),3 times per year,NA,NA,NA,NA,NA,Saturday,Sunday,Less than an hour,2,Yes,Yes,I found parking quickly near my destination.,15,No,Secure Bike Parking and Improved Bike Paths,Uber/Lyft pick up and drop off locations,NA,NA,NA,NA,"Shared Mobility Services, i.e. scooters and e-bikes",Paid Parking during the busiest times,NA,NA,NA,NA,17 or younger,White alone,NA,No,"$0-$24,999","$0-$24,999",1,<$75k,2024-04-06T08:18:00Z,2024-04-06,01:18 AM,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,1,north,Spinnaker Circle
118616267046,455724983,2024-05-30T16:11:04Z,2024-05-30T16:12:47Z,04/06/2024 01:17 PM,Spinnaker Circle,NA,West of Shattuck Street,NA,Park: Cesar Chavez Park,NA,NA,NA,wildlife viewing,sightseeing/photography,NA,NA,NA,NA,NA,NA,NA,NA,walking,NA,NA,Rarely (please specify time of year),3-4 times per year,NA,NA,NA,NA,NA,Saturday,Sunday,Less than an hour,2,Yes,Yes,I found parking quickly near my destination.,15,No,NA,Uber/Lyft pick up and drop off locations,Additional bus stops for AC Transit,More frequent AC Transit bus service,NA,Remote Parking with Free Shuttle Service,NA,Paid Parking during the busiest times,NA,NA,NA,NA,60-69,White alone,NA,No,"$175,000-$199,999","$175,000-$199,999",0,>=$75k,2024-04-06T08:17:00Z,2024-04-06,01:17 AM,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,1,north,Spinnaker Circle
118616265648,455724983,2024-05-30T16:08:57Z,2024-05-30T16:10:59Z,04/06/2024 01:08 PM,Spinnaker Circle,NA,From Outside Berkeley (please specify the City/Town),N/A,Park: Cesar Chavez Park,NA,sailing/boating,NA,NA,sightseeing/photography,NA,NA,charter fishing,NA,NA,NA,NA,NA,NA,NA,Fishing,Rarely (please specify time of year),1-2 times per month,NA,NA,NA,NA,NA,Saturday,Sunday,4-8 hours,1,No,Yes,I found parking quickly near my destination.,2,No,NA,NA,NA,NA,Real-time parking information and wayfinding,Remote Parking with Free Shuttle Service,NA,NA,NA,NA,NA,NA,40-49,Asian alone,NA,No,NA,NA,NA,NA,2024-04-06T08:08:00Z,2024-04-06,01:08 AM,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,1,north,Spinnaker Circle
